ID,Buses,Estacion,Rutas,Tarifa,Altitud,Longitud
863,Expreso6,Balta,Alimentador,1.5,-5266,-75185
864,Expreso7,Jiron de la Union,Ruta Troncal,2.5,-7714,-70783
865,A,Benavides,Alimentador,1.5,-6133,-77497
866,B,Bulevar,Ruta Troncal,2.5,-7385,-75293
867,D,Escuela Militar,Ruta Troncal,2.5,-6193,-72943
868,Expreso2,Dos de Mayo,Alimentador,1.5,-6300,-72021
869,Expreso8,Independencia,Alimentador,1.5,-7721,-73653
870,Expreso5,Estacion D,Ruta Troncal,2.5,-5014,-76338
871,Expreso1,España,Alimentador,1.5,-5686,-71812
872,C,Jiron de la Union,Ruta Troncal,2.5,-6042,-71862
873,SXN,Izaguirre,Ruta Troncal,2.5,-6898,-76945
874,Expreso6,El milagro,Alimentador,1.5,-7837,-72944
875,B,Caqueta,Alimentador,1.5,-6472,-72810
876,C,Naranjal,Alimentador,1.5,-9058,-77396
877,A,Estacion D,Alimentador,1.5,-7660,-71203
878,B,Ricardo Palma,Alimentador,1.5,-8930,-72520
879,D,Izaguirre,Ruta Troncal,2.5,-6119,-70401
880,B,Domingo Orue,Alimentador,1.5,-8460,-74322
881,D,Honorio Delgado,Ruta Troncal,2.5,-9478,-71234
882,Expreso6,Uni,Ruta Troncal,2.5,-6689,-79791
883,Expreso6,Canaval Moreyra,Ruta Troncal,2.5,-6463,-70769
884,Expreso4,Escuela Militar,Alimentador,1.5,-8181,-72421
885,Expreso2,Caqueta,Alimentador,1.5,-5799,-76178
886,Expreso5,Independencia,Ruta Troncal,2.5,-5108,-72322
887,A,Tomas Valle,Ruta Troncal,2.5,-8334,-79009
888,Expreso7,Estacion C,Alimentador,1.5,-7864,-73299
889,D,Estadio Union,Ruta Troncal,2.5,-7696,-78191
890,D,Tomas Valle,Alimentador,1.5,-9490,-78279
891,Expreso2,Estacion A,Alimentador,1.5,-6799,-77248
892,Expreso5,28 de Julio,Alimentador,1.5,-6650,-77178
893,Expreso4,Domingo Orue,Alimentador,1.5,-7061,-74679
894,Expreso2,Ramon,Ruta Troncal,2.5,-9745,-71772
895,C,Pacifico,Alimentador,1.5,-8806,-75221
896,D,Uni,Ruta Troncal,2.5,-5337,-75084
897,Expreso6,Teran,Alimentador,1.5,-5906,-79402
898,A,Uni,Ruta Troncal,2.5,-7010,-70322
899,Expreso7,Pacifico,Alimentador,1.5,-8475,-77916
900,Expreso7,Parque del trabajo,Ruta Troncal,2.5,-9781,-77264
901,C,Estacion F,Alimentador,1.5,-9086,-75046
902,Expreso8,Ramon,Alimentador,1.5,-9316,-75769
903,Expreso6,Pacifico,Ruta Troncal,2.5,-9756,-70790
904,Expreso5,Benavides,Alimentador,1.5,-5470,-71037
905,Expreso8,Canaval Moreyra,Ruta Troncal,2.5,-8122,-73997
906,Expreso9,Quilca,Alimentador,1.5,-5256,-73786
907,Expreso3,Javier Prado,Alimentador,1.5,-5251,-73489
908,A,España,Ruta Troncal,2.5,-5917,-75817
909,Expreso3,Dos de Mayo,Alimentador,1.5,-6871,-74636
910,Expreso1,Izaguirre,Ruta Troncal,2.5,-7423,-75187
911,B,Estacion D,Ruta Troncal,2.5,-6042,-78793
912,Expreso5,Ricardo Palma,Ruta Troncal,2.5,-5803,-75870
913,SX,Pacifico,Alimentador,1.5,-5965,-71464
914,Expreso8,Estacion E,Ruta Troncal,2.5,-6791,-74018
915,B,Ramon,Alimentador,1.5,-6565,-76247
916,C,Domingo Orue,Alimentador,1.5,-7995,-73438
917,SXN,Central,Ruta Troncal,2.5,-9709,-77950
918,Expreso8,Estacion A,Ruta Troncal,2.5,-7672,-72284
919,SXN,Estacion B,Alimentador,1.5,-5858,-75335
920,Expreso9,Estacion C,Alimentador,1.5,-8718,-71358
921,A,Central,Alimentador,1.5,-7885,-77042
922,Expreso7,Balta,Ruta Troncal,2.5,-6458,-74928
923,Expreso1,Canada,Ruta Troncal,2.5,-5853,-76581
924,C,Rosario de Villa,Alimentador,1.5,-7036,-77791
925,Expreso3,Izaguirre,Alimentador,1.5,-7204,-78979
926,Expreso4,Domingo Orue,Ruta Troncal,2.5,-7737,-79898
927,Expreso1,Naranjal,Ruta Troncal,2.5,-5706,-79297
928,Expreso6,Estacion D,Ruta Troncal,2.5,-8449,-77072
929,Expreso3,Estacion F,Ruta Troncal,2.5,-7664,-72146
930,Expreso2,Ramon,Ruta Troncal,2.5,-9204,-77340
931,SX,Uni,Ruta Troncal,2.5,-9240,-74662
932,Expreso1,Los jasmines,Ruta Troncal,2.5,-8131,-76521
933,D,Los jasmines,Ruta Troncal,2.5,-8829,-74667
934,D,Estacion F,Ruta Troncal,2.5,-6210,-71556
935,Expreso1,Central,Ruta Troncal,2.5,-5465,-74154
936,SXN,Domingo Orue,Ruta Troncal,2.5,-9848,-70289
937,D,Escuela Militar,Alimentador,1.5,-6070,-70173
938,B,Quilca,Alimentador,1.5,-5160,-78545
939,SX,Ricardo Palma,Alimentador,1.5,-9432,-73896
940,Expreso6,Uni,Alimentador,1.5,-6975,-78427
941,Expreso7,Estadio Nacional,Ruta Troncal,2.5,-5453,-70894
942,A,Quilca,Ruta Troncal,2.5,-6699,-79927
943,Expreso3,Estadio Nacional,Alimentador,1.5,-6639,-79978
944,Expreso9,Aramburu,Ruta Troncal,2.5,-7511,-74686
945,Expreso8,Caqueta,Ruta Troncal,2.5,-5316,-75095
946,C,Plaza de Flores,Ruta Troncal,2.5,-5139,-79921
947,Expreso5,Bulevar,Ruta Troncal,2.5,-7512,-73028
948,Expreso1,Matellini,Alimentador,1.5,-7468,-75951
949,Expreso5,Estacion D,Alimentador,1.5,-6688,-71074
950,B,Angamos,Alimentador,1.5,-8900,-76368
951,SX,Uni,Ruta Troncal,2.5,-8421,-75485
952,Expreso5,Estadio Union,Alimentador,1.5,-8262,-72504
953,Expreso1,Caqueta,Alimentador,1.5,-8448,-72537
954,Expreso5,Independencia,Alimentador,1.5,-8505,-71404
955,Expreso9,Ricardo Palma,Ruta Troncal,2.5,-6980,-71117
956,Expreso7,Colmena,Alimentador,1.5,-7162,-76674
957,B,Rosario de Villa,Alimentador,1.5,-9100,-77558
958,Expreso3,Teran,Alimentador,1.5,-5524,-73850
959,B,Naranjal,Alimentador,1.5,-6032,-72899
960,SX,Escuela Militar,Ruta Troncal,2.5,-5412,-73126
961,Expreso9,Honorio Delgado,Alimentador,1.5,-9071,-72275
962,Expreso9,Estacion C,Ruta Troncal,2.5,-6333,-71128
963,Expreso1,Javier Prado,Ruta Troncal,2.5,-9027,-76313
964,Expreso2,Los jasmines,Ruta Troncal,2.5,-5642,-77417
965,SX,Ricardo Palma,Ruta Troncal,2.5,-7620,-79707
966,Expreso2,Ramon,Alimentador,1.5,-9398,-73690
967,D,Estacion F,Alimentador,1.5,-9365,-76065
968,D,Aramburu,Alimentador,1.5,-6659,-70940
969,SXN,Dos de Mayo,Ruta Troncal,2.5,-6147,-77294
970,Expreso2,Parque del trabajo,Ruta Troncal,2.5,-5306,-78654
971,SX,Central,Alimentador,1.5,-7007,-79942
972,Expreso8,Estacion C,Alimentador,1.5,-5392,-76031
973,B,Domingo Orue,Alimentador,1.5,-5141,-72931
974,SXN,Parque del trabajo,Alimentador,1.5,-8340,-74440
975,B,Plaza de Flores,Ruta Troncal,2.5,-7197,-72353
976,Expreso2,Canaval Moreyra,Ruta Troncal,2.5,-8329,-74890
977,Expreso8,Canaval Moreyra,Ruta Troncal,2.5,-6807,-79128
978,Expreso7,Ramon,Alimentador,1.5,-6951,-71520
979,Expreso8,Estadio Nacional,Alimentador,1.5,-7258,-76882
980,Expreso9,Estacion F,Ruta Troncal,2.5,-7826,-70811
981,A,Honorio Delgado,Alimentador,1.5,-5567,-77268
982,Expreso5,Honorio Delgado,Ruta Troncal,2.5,-8550,-77441
983,Expreso9,28 de Julio,Alimentador,1.5,-9793,-73488
984,Expreso9,Tomas Valle,Ruta Troncal,2.5,-8351,-76134
985,Expreso2,Estacion A,Alimentador,1.5,-6650,-78519
986,SXN,Naranjal,Alimentador,1.5,-9187,-79534
987,SX,Naranjal,Alimentador,1.5,-9004,-79489
988,A,Matellini,Alimentador,1.5,-6331,-72628
989,Expreso6,Estacion C,Ruta Troncal,2.5,-8605,-73771
990,Expreso8,Izaguirre,Ruta Troncal,2.5,-8524,-73545
991,SX,Tomas Valle,Alimentador,1.5,-8965,-75425
992,Expreso6,Estacion E,Alimentador,1.5,-8720,-73527
993,C,28 de Julio,Ruta Troncal,2.5,-5381,-72197
994,Expreso8,Pacifico,Alimentador,1.5,-8573,-74463
995,D,Central,Ruta Troncal,2.5,-9410,-70831
996,A,Canada,Ruta Troncal,2.5,-6814,-76875
997,SXN,Estacion B,Alimentador,1.5,-9178,-77928
998,C,Naranjal,Alimentador,1.5,-7670,-71370
999,A,Rosario de Villa,Ruta Troncal,2.5,-5906,-78841
1000,Expreso3,Angamos,Alimentador,1.5,-6533,-72757
1001,Expreso1,Estacion D,Ruta Troncal,2.5,-5599,-72440
1002,Expreso2,Los jasmines,Ruta Troncal,2.5,-8223,-77197
1003,Expreso5,Balta,Ruta Troncal,2.5,-5551,-70462
1004,Expreso9,Estacion A,Alimentador,1.5,-6402,-70340
1005,Expreso6,Tomas Valle,Alimentador,1.5,-9852,-72911
1006,Expreso2,Estacion D,Ruta Troncal,2.5,-8720,-76735
1007,Expreso5,Tacna,Ruta Troncal,2.5,-7502,-74919
1008,Expreso6,Jiron de la Union,Ruta Troncal,2.5,-5252,-70824
1009,Expreso4,Canada,Ruta Troncal,2.5,-6201,-79848
1010,Expreso4,Central,Ruta Troncal,2.5,-6694,-70877
1011,D,Los jasmines,Alimentador,1.5,-7602,-74475
1012,Expreso2,Ricardo Palma,Alimentador,1.5,-9130,-76078
1013,SXN,Tomas Valle,Alimentador,1.5,-6872,-73947
1014,Expreso7,Canada,Ruta Troncal,2.5,-5216,-72967
1015,Expreso3,Parque del trabajo,Alimentador,1.5,-9304,-78957
1016,SXN,Mexico,Ruta Troncal,2.5,-5821,-78213
1017,Expreso9,Tacna,Ruta Troncal,2.5,-8347,-75329
1018,Expreso4,Caqueta,Alimentador,1.5,-6556,-76311
1019,A,Estacion F,Alimentador,1.5,-9981,-72577
1020,Expreso6,Uni,Ruta Troncal,2.5,-5733,-73509
1021,C,Mexico,Alimentador,1.5,-6601,-76403
1022,C,Estacion D,Alimentador,1.5,-7737,-76461
1023,SXN,Mexico,Ruta Troncal,2.5,-9110,-76253
1024,D,Caqueta,Alimentador,1.5,-6365,-74672
1025,Expreso3,Uni,Alimentador,1.5,-7663,-72639
1026,Expreso4,Honorio Delgado,Ruta Troncal,2.5,-6456,-78605
1027,Expreso2,Uni,Ruta Troncal,2.5,-8086,-75149
1028,Expreso5,Aramburu,Alimentador,1.5,-5082,-70862
1029,Expreso5,Honorio Delgado,Ruta Troncal,2.5,-7024,-75680
1030,SXN,Javier Prado,Alimentador,1.5,-8953,-78774
1031,B,Izaguirre,Alimentador,1.5,-8474,-75861
1032,SX,Uni,Ruta Troncal,2.5,-6197,-70222
1033,SXN,Dos de Mayo,Alimentador,1.5,-5750,-73004
1034,Expreso5,Plaza de Flores,Ruta Troncal,2.5,-8461,-75708
1035,Expreso5,Estacion D,Alimentador,1.5,-6024,-79431
1036,C,Estacion B,Alimentador,1.5,-7415,-73081
1037,Expreso8,Independencia,Alimentador,1.5,-6076,-76983
1038,Expreso7,Estacion D,Ruta Troncal,2.5,-8333,-78951
1039,Expreso1,Estadio Nacional,Alimentador,1.5,-6144,-70384
1040,Expreso2,Tomas Valle,Alimentador,1.5,-6859,-70754
1041,Expreso9,Estadio Nacional,Ruta Troncal,2.5,-6487,-76863
1042,C,Naranjal,Ruta Troncal,2.5,-9041,-79210
1043,Expreso2,Matellini,Alimentador,1.5,-9001,-73704
1044,Expreso4,Tomas Valle,Alimentador,1.5,-5630,-72995
1045,Expreso4,Domingo Orue,Alimentador,1.5,-7552,-73585
1046,SXN,Los jasmines,Alimentador,1.5,-7390,-77763
1047,B,Independencia,Ruta Troncal,2.5,-5221,-77927
1048,D,Mexico,Alimentador,1.5,-8570,-73526
1049,Expreso9,Jiron de la Union,Ruta Troncal,2.5,-8894,-77868
1050,Expreso7,Estacion F,Alimentador,1.5,-8710,-76936
1051,Expreso4,Ramon,Alimentador,1.5,-8273,-71006
1052,SXN,Angamos,Ruta Troncal,2.5,-8779,-70461
1053,Expreso1,Los jasmines,Alimentador,1.5,-7488,-73123
1054,SXN,Izaguirre,Ruta Troncal,2.5,-5997,-77256
1055,Expreso7,Naranjal,Alimentador,1.5,-8296,-78990
1056,Expreso9,El milagro,Ruta Troncal,2.5,-9771,-73770
1057,Expreso5,Izaguirre,Ruta Troncal,2.5,-5196,-70427
1058,SXN,Los jasmines,Ruta Troncal,2.5,-6151,-79964
1059,Expreso1,Estacion B,Ruta Troncal,2.5,-7044,-77309
1060,SX,Matellini,Ruta Troncal,2.5,-8670,-77473
1061,Expreso6,Quilca,Ruta Troncal,2.5,-7624,-78183
1062,Expreso1,Estacion B,Ruta Troncal,2.5,-5660,-70881
1063,Expreso7,Teran,Ruta Troncal,2.5,-9677,-79520
1064,Expreso6,Dos de Mayo,Alimentador,1.5,-8288,-71171
1065,Expreso9,Estacion F,Alimentador,1.5,-9371,-77593
1066,A,Izaguirre,Ruta Troncal,2.5,-6612,-76591
1067,Expreso4,Domingo Orue,Alimentador,1.5,-8626,-77180
1068,A,Plaza de Flores,Ruta Troncal,2.5,-6747,-70322
1069,C,Honorio Delgado,Ruta Troncal,2.5,-5970,-74730
1070,Expreso4,Parque del trabajo,Ruta Troncal,2.5,-6031,-76931
1071,Expreso8,Dos de Mayo,Ruta Troncal,2.5,-9733,-72474
1072,Expreso4,Javier Prado,Alimentador,1.5,-9614,-75129
1073,C,Angamos,Alimentador,1.5,-8583,-76701
1074,Expreso8,Parque del trabajo,Alimentador,1.5,-9588,-73196
1075,Expreso7,Estadio Nacional,Ruta Troncal,2.5,-6619,-74906
1076,Expreso4,Angamos,Ruta Troncal,2.5,-9040,-76780
1077,SX,El milagro,Alimentador,1.5,-9624,-76736
1078,Expreso4,Pacifico,Ruta Troncal,2.5,-8391,-76648
1079,Expreso3,España,Alimentador,1.5,-5744,-77811
1080,SXN,Estacion C,Ruta Troncal,2.5,-7919,-74936
1081,Expreso9,Parque del trabajo,Alimentador,1.5,-9843,-78704
1082,Expreso1,Ramon,Ruta Troncal,2.5,-5823,-74106
1083,SXN,Ricardo Palma,Alimentador,1.5,-7653,-74052
1084,Expreso5,Rosario de Villa,Alimentador,1.5,-8189,-74653
1085,D,Uni,Ruta Troncal,2.5,-8766,-78496
1086,SXN,Ricardo Palma,Ruta Troncal,2.5,-7328,-76143
1087,Expreso8,Mexico,Ruta Troncal,2.5,-5834,-73281
1088,Expreso7,Escuela Militar,Ruta Troncal,2.5,-6247,-78968
1089,SXN,Javier Prado,Ruta Troncal,2.5,-5623,-78201
1090,Expreso5,Teran,Alimentador,1.5,-6344,-72166
1091,Expreso6,Mexico,Alimentador,1.5,-7175,-73078
1092,A,Benavides,Ruta Troncal,2.5,-6386,-72825
1093,D,Estacion C,Ruta Troncal,2.5,-8166,-78528
1094,Expreso5,Estacion D,Ruta Troncal,2.5,-8524,-73471
1095,A,Honorio Delgado,Ruta Troncal,2.5,-8757,-74982
1096,SXN,España,Alimentador,1.5,-6370,-73364
1097,A,Domingo Orue,Alimentador,1.5,-9204,-73869
1098,B,Angamos,Ruta Troncal,2.5,-9361,-74551
1099,Expreso1,Colmena,Ruta Troncal,2.5,-8535,-75092
1100,SX,Estacion E,Ruta Troncal,2.5,-5788,-70978
1101,A,Naranjal,Ruta Troncal,2.5,-5773,-71043
1102,Expreso1,Izaguirre,Ruta Troncal,2.5,-8452,-72333
1103,B,Domingo Orue,Ruta Troncal,2.5,-5398,-73835
1104,Expreso3,Ramon,Ruta Troncal,2.5,-6572,-77695
1105,Expreso2,Domingo Orue,Ruta Troncal,2.5,-5654,-72742
1106,Expreso1,Javier Prado,Alimentador,1.5,-8156,-75728
1107,Expreso3,Ramon,Ruta Troncal,2.5,-7199,-76427
1108,Expreso7,Independencia,Ruta Troncal,2.5,-7950,-74006
1109,Expreso2,Honorio Delgado,Ruta Troncal,2.5,-8349,-75679
1110,C,Estacion B,Alimentador,1.5,-5902,-70564
1111,Expreso6,Bulevar,Alimentador,1.5,-9105,-76659
1112,Expreso6,Aramburu,Ruta Troncal,2.5,-5979,-79583
1113,C,Los jasmines,Ruta Troncal,2.5,-5087,-77962
1114,Expreso4,Estadio Nacional,Ruta Troncal,2.5,-5442,-74501
1115,SXN,Izaguirre,Ruta Troncal,2.5,-5660,-76245
1116,SX,Pacifico,Alimentador,1.5,-7859,-79410
1117,Expreso4,Domingo Orue,Alimentador,1.5,-8330,-76031
1118,C,Angamos,Alimentador,1.5,-6872,-79103
1119,A,Javier Prado,Ruta Troncal,2.5,-6284,-73201
1120,A,Mexico,Ruta Troncal,2.5,-8463,-72034
1121,C,Rosario de Villa,Alimentador,1.5,-8306,-71364
1122,Expreso1,Pacifico,Alimentador,1.5,-9611,-74588
1123,Expreso6,Caqueta,Ruta Troncal,2.5,-8771,-73173
1124,Expreso8,Tacna,Alimentador,1.5,-7418,-70626
1125,Expreso2,Dos de Mayo,Ruta Troncal,2.5,-9315,-78647
1126,A,Honorio Delgado,Alimentador,1.5,-7819,-76767
1127,SX,Escuela Militar,Alimentador,1.5,-7050,-78241
1128,Expreso8,El milagro,Ruta Troncal,2.5,-8241,-70356
1129,A,Rosario de Villa,Alimentador,1.5,-8938,-70382
1130,SXN,Estadio Nacional,Alimentador,1.5,-5436,-74798
1131,Expreso5,Ramon,Ruta Troncal,2.5,-8058,-73131
1132,SXN,Dos de Mayo,Alimentador,1.5,-5746,-78504
1133,SX,Parque del trabajo,Ruta Troncal,2.5,-9859,-72901
1134,B,Estacion E,Ruta Troncal,2.5,-7459,-79962
1135,SXN,Colmena,Ruta Troncal,2.5,-6798,-76141
1136,Expreso3,Honorio Delgado,Ruta Troncal,2.5,-8224,-76468
1137,Expreso6,Mexico,Alimentador,1.5,-5335,-70198
1138,Expreso6,Estadio Union,Alimentador,1.5,-8888,-71280
1139,Expreso4,Tacna,Ruta Troncal,2.5,-8663,-74648
1140,Expreso4,Tomas Valle,Ruta Troncal,2.5,-7224,-71913
1141,Expreso8,Tacna,Alimentador,1.5,-8093,-75740
1142,Expreso6,Mexico,Alimentador,1.5,-6024,-77297
1143,Expreso5,Estadio Union,Alimentador,1.5,-8476,-78386
1144,Expreso7,Rosario de Villa,Alimentador,1.5,-5301,-72301
1145,SXN,Ricardo Palma,Alimentador,1.5,-5109,-70094
1146,Expreso5,Los jasmines,Ruta Troncal,2.5,-9270,-78416
1147,Expreso7,Aramburu,Ruta Troncal,2.5,-5257,-77396
1148,Expreso3,Uni,Ruta Troncal,2.5,-6234,-72326
1149,SXN,Estacion A,Ruta Troncal,2.5,-5292,-79597
1150,B,Estacion C,Ruta Troncal,2.5,-9303,-79445
1151,Expreso8,Naranjal,Alimentador,1.5,-7130,-73934
1152,Expreso5,Caqueta,Ruta Troncal,2.5,-7548,-75659
1153,Expreso1,Estacion D,Alimentador,1.5,-8550,-79816
1154,Expreso1,Caqueta,Alimentador,1.5,-9158,-74207
1155,SX,Aramburu,Ruta Troncal,2.5,-5871,-77876
1156,Expreso7,El milagro,Ruta Troncal,2.5,-9211,-78264
1157,SXN,Estacion D,Ruta Troncal,2.5,-5245,-78196
1158,A,Balta,Ruta Troncal,2.5,-9487,-76622
1159,SX,Estacion C,Alimentador,1.5,-9940,-75896
1160,Expreso1,Aramburu,Ruta Troncal,2.5,-7631,-79371
1161,Expreso4,España,Alimentador,1.5,-5488,-76344
1162,D,Rosario de Villa,Ruta Troncal,2.5,-9705,-79123
1163,Expreso4,Estacion A,Ruta Troncal,2.5,-9428,-79839
1164,SXN,Estacion A,Ruta Troncal,2.5,-9725,-76624
1165,A,Domingo Orue,Ruta Troncal,2.5,-7995,-78451
1166,Expreso4,Estacion F,Ruta Troncal,2.5,-8555,-70615
1167,Expreso6,Quilca,Ruta Troncal,2.5,-5828,-75452
1168,Expreso3,Aramburu,Alimentador,1.5,-5843,-75536
1169,A,Uni,Alimentador,1.5,-8865,-73551
1170,Expreso3,28 de Julio,Ruta Troncal,2.5,-7781,-75967
1171,A,Angamos,Alimentador,1.5,-6023,-77700
1172,Expreso5,Naranjal,Alimentador,1.5,-9004,-72590
1173,Expreso8,28 de Julio,Alimentador,1.5,-6078,-76906
1174,Expreso4,Estacion F,Alimentador,1.5,-6964,-78201
1175,D,Central,Ruta Troncal,2.5,-7293,-71707
1176,A,Plaza de Flores,Ruta Troncal,2.5,-7165,-74312
1177,C,28 de Julio,Ruta Troncal,2.5,-6025,-79157
1178,SX,Uni,Ruta Troncal,2.5,-5073,-72056
1179,Expreso4,España,Alimentador,1.5,-7100,-74091
1180,SX,Estadio Nacional,Alimentador,1.5,-9695,-77178
1181,SXN,Aramburu,Alimentador,1.5,-6109,-74912
1182,D,Escuela Militar,Ruta Troncal,2.5,-9649,-71607
1183,Expreso1,Rosario de Villa,Alimentador,1.5,-7967,-73004
1184,Expreso2,Izaguirre,Ruta Troncal,2.5,-9158,-71511
1185,Expreso1,Estadio Nacional,Ruta Troncal,2.5,-7352,-73205
1186,Expreso2,Bulevar,Ruta Troncal,2.5,-7948,-76147
1187,A,Estacion B,Alimentador,1.5,-9288,-75729
1188,SX,Estacion E,Ruta Troncal,2.5,-5349,-74255
1189,C,Colmena,Ruta Troncal,2.5,-8178,-77597
1190,Expreso2,Independencia,Alimentador,1.5,-9665,-70803
1191,Expreso3,Estacion A,Ruta Troncal,2.5,-8266,-72465
1192,SXN,Colmena,Ruta Troncal,2.5,-7462,-71983
1193,Expreso1,Canada,Alimentador,1.5,-6337,-78690
1194,Expreso8,Izaguirre,Ruta Troncal,2.5,-9845,-72728
1195,D,Bulevar,Ruta Troncal,2.5,-7024,-75257
1196,Expreso2,Estacion B,Ruta Troncal,2.5,-8388,-70045
1197,Expreso9,Balta,Alimentador,1.5,-6206,-74579
1198,SXN,España,Alimentador,1.5,-6300,-75480
1199,Expreso7,Central,Ruta Troncal,2.5,-6739,-77785
1200,Expreso3,Domingo Orue,Ruta Troncal,2.5,-6409,-76795
1201,Expreso3,Plaza de Flores,Ruta Troncal,2.5,-8792,-75273
1202,Expreso1,Tacna,Alimentador,1.5,-5918,-77874
1203,C,Javier Prado,Alimentador,1.5,-9794,-77527
1204,A,Naranjal,Alimentador,1.5,-6614,-75617
1205,A,Estacion D,Ruta Troncal,2.5,-6683,-79682
1206,Expreso3,28 de Julio,Alimentador,1.5,-6185,-79117
1207,Expreso4,Quilca,Alimentador,1.5,-9373,-73804
1208,SX,Domingo Orue,Ruta Troncal,2.5,-8403,-70936
1209,Expreso8,Escuela Militar,Alimentador,1.5,-5308,-73837
1210,Expreso5,Central,Alimentador,1.5,-7881,-78367
1211,Expreso7,Colmena,Ruta Troncal,2.5,-7798,-78481
1212,D,Colmena,Alimentador,1.5,-9330,-79858
1213,Expreso6,Dos de Mayo,Ruta Troncal,2.5,-8365,-70065
1214,Expreso1,Bulevar,Ruta Troncal,2.5,-6662,-72093
1215,Expreso3,Bulevar,Alimentador,1.5,-7090,-72131
1216,A,Izaguirre,Alimentador,1.5,-5258,-78648
1217,C,Javier Prado,Ruta Troncal,2.5,-5200,-75698
1218,B,Parque del trabajo,Ruta Troncal,2.5,-5469,-76181
1219,D,Plaza de Flores,Alimentador,1.5,-7108,-72226
1220,Expreso2,Tacna,Ruta Troncal,2.5,-6169,-77150
1221,A,Quilca,Alimentador,1.5,-7591,-76478
1222,SXN,Estacion B,Alimentador,1.5,-9059,-73498
1223,B,Teran,Ruta Troncal,2.5,-7338,-79512
1224,A,Estadio Union,Ruta Troncal,2.5,-7252,-73885
1225,Expreso1,Parque del trabajo,Alimentador,1.5,-7006,-71876
1226,A,Naranjal,Alimentador,1.5,-8556,-79189
1227,Expreso8,Angamos,Ruta Troncal,2.5,-8408,-75916
1228,Expreso4,Jiron de la Union,Ruta Troncal,2.5,-8688,-79503
1229,A,Tomas Valle,Ruta Troncal,2.5,-7725,-75117
1230,Expreso5,Matellini,Alimentador,1.5,-9846,-75703
1231,Expreso9,Teran,Ruta Troncal,2.5,-8112,-71052
1232,B,Escuela Militar,Ruta Troncal,2.5,-8561,-74729
1233,SXN,Mexico,Ruta Troncal,2.5,-9227,-70794
1234,D,Tomas Valle,Alimentador,1.5,-5779,-77229
1235,SX,Parque del trabajo,Alimentador,1.5,-8529,-73521
1236,SXN,Estacion D,Ruta Troncal,2.5,-6286,-79891
1237,C,Javier Prado,Ruta Troncal,2.5,-7485,-77338
1238,D,Central,Ruta Troncal,2.5,-8586,-71887
1239,B,Domingo Orue,Alimentador,1.5,-8107,-76028
1240,Expreso5,Estadio Union,Alimentador,1.5,-6266,-70398
1241,Expreso4,Balta,Alimentador,1.5,-7285,-73248
1242,Expreso3,Estacion D,Ruta Troncal,2.5,-8872,-79299
1243,D,Parque del trabajo,Ruta Troncal,2.5,-8773,-79024
1244,C,28 de Julio,Alimentador,1.5,-7098,-71509
1245,Expreso7,Independencia,Alimentador,1.5,-7180,-75323
1246,Expreso5,Balta,Ruta Troncal,2.5,-8031,-76878
1247,A,Plaza de Flores,Alimentador,1.5,-6673,-78876
1248,A,Plaza de Flores,Ruta Troncal,2.5,-8816,-71220
1249,D,Balta,Ruta Troncal,2.5,-5061,-76997
1250,A,Estacion B,Alimentador,1.5,-8703,-72097
1251,Expreso2,Pacifico,Ruta Troncal,2.5,-7274,-78089
1252,B,Pacifico,Ruta Troncal,2.5,-6555,-70126
1253,SXN,Javier Prado,Ruta Troncal,2.5,-8725,-79582
1254,C,Matellini,Ruta Troncal,2.5,-7052,-75735
1255,Expreso4,Canaval Moreyra,Alimentador,1.5,-5084,-71671
1256,Expreso8,Estacion C,Ruta Troncal,2.5,-6419,-72384
1257,Expreso7,Matellini,Alimentador,1.5,-8891,-71794
1258,Expreso1,Estadio Nacional,Alimentador,1.5,-8892,-72064
1259,B,Balta,Alimentador,1.5,-6776,-70134
1260,Expreso6,Tomas Valle,Alimentador,1.5,-7223,-73742
1261,C,Estacion E,Ruta Troncal,2.5,-7988,-70582
1262,Expreso1,Estacion D,Alimentador,1.5,-6910,-77056
1263,Expreso6,Dos de Mayo,Alimentador,1.5,-7924,-71439
1264,Expreso3,Plaza de Flores,Ruta Troncal,2.5,-5546,-78121
1265,Expreso5,Central,Ruta Troncal,2.5,-8054,-71651
1266,SX,Colmena,Alimentador,1.5,-8603,-76024
1267,SXN,Plaza de Flores,Alimentador,1.5,-6348,-70666
1268,SXN,Estacion B,Ruta Troncal,2.5,-6900,-72705
1269,Expreso5,Estadio Union,Alimentador,1.5,-8979,-79640
1270,A,28 de Julio,Alimentador,1.5,-5403,-70627
1271,Expreso7,Estacion E,Ruta Troncal,2.5,-5159,-77397
1272,SX,Izaguirre,Ruta Troncal,2.5,-5140,-77515
1273,Expreso7,Pacifico,Ruta Troncal,2.5,-5952,-74099
1274,D,Escuela Militar,Ruta Troncal,2.5,-8897,-77161
1275,Expreso6,Colmena,Ruta Troncal,2.5,-8391,-75322
1276,Expreso1,España,Ruta Troncal,2.5,-9936,-71679
1277,Expreso3,Rosario de Villa,Ruta Troncal,2.5,-6404,-75106
1278,Expreso2,Los jasmines,Alimentador,1.5,-9373,-76828
1279,Expreso7,Canada,Alimentador,1.5,-6606,-70018
1280,Expreso5,28 de Julio,Ruta Troncal,2.5,-7831,-77025
1281,Expreso3,Teran,Ruta Troncal,2.5,-8427,-71614
1282,SXN,Estadio Nacional,Alimentador,1.5,-6850,-77870
