ID,Buses,Estacion,Rutas,Tarifa,Altitud,Longitud
857,Expreso7,Naranjal,Ruta Troncal,2.5,-6920,-70433
858,D,El milagro,Ruta Troncal,2.5,-7390,-75230
859,C,Parque del trabajo,Alimentador,1.5,-6473,-72077
860,D,Estacion A,Ruta Troncal,2.5,-5844,-73391
861,Expreso4,Izaguirre,Alimentador,1.5,-6653,-74159
862,Expreso3,Canada,Ruta Troncal,2.5,-5218,-78648
863,A,Honorio Delgado,Alimentador,1.5,-8463,-77185
864,B,Estacion F,Alimentador,1.5,-6939,-70020
865,Expreso4,Independencia,Alimentador,1.5,-7880,-74092
866,SX,Escuela Militar,Ruta Troncal,2.5,-6355,-79050
867,A,Jiron de la Union,Ruta Troncal,2.5,-7758,-79508
868,Expreso1,Benavides,Ruta Troncal,2.5,-9058,-75604
869,Expreso3,Estacion A,Ruta Troncal,2.5,-8774,-75602
870,Expreso8,Escuela Militar,Alimentador,1.5,-6813,-71644
871,Expreso5,Escuela Militar,Ruta Troncal,2.5,-8226,-78757
872,Expreso7,Parque del trabajo,Ruta Troncal,2.5,-6754,-78325
873,Expreso6,Canaval Moreyra,Ruta Troncal,2.5,-9893,-73527
874,Expreso3,Aramburu,Ruta Troncal,2.5,-9051,-77421
875,Expreso9,Independencia,Ruta Troncal,2.5,-8385,-75900
876,SX,Estacion E,Alimentador,1.5,-5633,-76304
877,Expreso9,Izaguirre,Alimentador,1.5,-6697,-74906
878,SXN,Honorio Delgado,Ruta Troncal,2.5,-6264,-79176
879,B,Domingo Orue,Alimentador,1.5,-5837,-71317
880,Expreso5,Canada,Alimentador,1.5,-9747,-79817
881,Expreso7,Ricardo Palma,Alimentador,1.5,-9800,-73502
882,Expreso8,Teran,Alimentador,1.5,-5920,-75281
883,Expreso1,Benavides,Alimentador,1.5,-8523,-78885
884,Expreso6,28 de Julio,Ruta Troncal,2.5,-6915,-72689
885,SXN,Aramburu,Alimentador,1.5,-6484,-71273
886,Expreso8,El milagro,Ruta Troncal,2.5,-5293,-71874
887,SX,Izaguirre,Alimentador,1.5,-5729,-75014
888,Expreso5,Benavides,Ruta Troncal,2.5,-8252,-73809
889,Expreso6,Ramon,Alimentador,1.5,-5183,-73658
890,Expreso6,Javier Prado,Ruta Troncal,2.5,-9359,-78655
891,Expreso1,Honorio Delgado,Ruta Troncal,2.5,-8803,-73109
892,SXN,Los jasmines,Alimentador,1.5,-8065,-75629
893,C,Canada,Alimentador,1.5,-7758,-70247
894,A,Los jasmines,Alimentador,1.5,-6918,-77671
895,B,Estacion C,Ruta Troncal,2.5,-8190,-75613
896,C,Aramburu,Alimentador,1.5,-9408,-75151
897,Expreso1,Jiron de la Union,Ruta Troncal,2.5,-9352,-70135
898,A,Teran,Alimentador,1.5,-5841,-78138
899,B,Tomas Valle,Alimentador,1.5,-5277,-70801
900,Expreso3,Independencia,Alimentador,1.5,-6464,-71231
901,D,Domingo Orue,Ruta Troncal,2.5,-5412,-76181
902,B,Estadio Union,Alimentador,1.5,-7240,-76347
903,Expreso6,Balta,Alimentador,1.5,-9906,-78469
904,Expreso6,Rosario de Villa,Alimentador,1.5,-7934,-73408
905,A,Estacion A,Ruta Troncal,2.5,-8784,-72977
906,Expreso9,Aramburu,Alimentador,1.5,-6283,-75528
907,Expreso4,Uni,Ruta Troncal,2.5,-6688,-74072
908,B,28 de Julio,Alimentador,1.5,-5042,-77315
909,B,Jiron de la Union,Alimentador,1.5,-7289,-74379
910,Expreso9,Aramburu,Ruta Troncal,2.5,-8038,-79930
911,C,Benavides,Alimentador,1.5,-9026,-79239
912,Expreso6,Estacion F,Ruta Troncal,2.5,-9439,-78822
913,Expreso8,Estadio Nacional,Ruta Troncal,2.5,-5180,-73081
914,Expreso8,Javier Prado,Ruta Troncal,2.5,-6166,-78606
915,A,Ricardo Palma,Alimentador,1.5,-5440,-77863
916,Expreso8,Estadio Union,Ruta Troncal,2.5,-5368,-75069
917,Expreso2,Jiron de la Union,Alimentador,1.5,-6548,-79370
918,Expreso5,Bulevar,Alimentador,1.5,-5527,-71380
919,Expreso4,Quilca,Alimentador,1.5,-8922,-70097
920,Expreso3,Uni,Alimentador,1.5,-8575,-73457
921,Expreso1,Quilca,Alimentador,1.5,-7902,-70904
922,SXN,Estadio Union,Ruta Troncal,2.5,-5990,-74093
923,Expreso8,Ramon,Alimentador,1.5,-8947,-76488
924,C,Honorio Delgado,Alimentador,1.5,-8918,-77370
925,Expreso3,Teran,Ruta Troncal,2.5,-6625,-73650
926,A,Estacion B,Alimentador,1.5,-6935,-72593
927,Expreso7,Jiron de la Union,Ruta Troncal,2.5,-5282,-78729
928,Expreso4,Caqueta,Alimentador,1.5,-5801,-78537
929,A,Tacna,Alimentador,1.5,-8898,-71054
930,Expreso1,Mexico,Alimentador,1.5,-7474,-79999
931,Expreso5,Estadio Union,Alimentador,1.5,-9702,-72100
932,Expreso4,Angamos,Ruta Troncal,2.5,-5006,-70846
933,Expreso2,Pacifico,Ruta Troncal,2.5,-6420,-76699
934,SXN,Angamos,Ruta Troncal,2.5,-9402,-70718
935,Expreso3,Central,Ruta Troncal,2.5,-6220,-78014
936,D,Canada,Alimentador,1.5,-9746,-72383
937,Expreso4,Plaza de Flores,Ruta Troncal,2.5,-5672,-75279
938,Expreso8,Tacna,Alimentador,1.5,-9472,-70114
939,Expreso3,España,Alimentador,1.5,-8560,-78195
940,Expreso8,Angamos,Ruta Troncal,2.5,-9197,-71887
941,A,El milagro,Alimentador,1.5,-6023,-77553
942,Expreso3,Quilca,Alimentador,1.5,-8945,-71072
943,Expreso7,Benavides,Alimentador,1.5,-6969,-74746
944,Expreso9,Ricardo Palma,Ruta Troncal,2.5,-8288,-70430
945,Expreso7,Estacion D,Ruta Troncal,2.5,-5673,-70657
946,Expreso1,Izaguirre,Ruta Troncal,2.5,-7154,-75566
947,Expreso3,Estacion E,Alimentador,1.5,-7016,-72676
948,Expreso2,El milagro,Ruta Troncal,2.5,-6122,-76204
949,Expreso5,Plaza de Flores,Ruta Troncal,2.5,-5647,-77765
950,A,Estacion E,Ruta Troncal,2.5,-7064,-73643
951,Expreso9,El milagro,Ruta Troncal,2.5,-5330,-70885
952,Expreso5,Central,Alimentador,1.5,-6463,-74151
953,Expreso2,Caqueta,Ruta Troncal,2.5,-9560,-77154
954,D,Ricardo Palma,Alimentador,1.5,-7907,-77890
955,C,Naranjal,Alimentador,1.5,-9513,-73430
956,Expreso5,Jiron de la Union,Alimentador,1.5,-9306,-79371
957,Expreso7,Teran,Alimentador,1.5,-5654,-73594
958,B,Canada,Alimentador,1.5,-7993,-71399
959,Expreso1,Caqueta,Ruta Troncal,2.5,-7102,-74573
960,SXN,Ricardo Palma,Ruta Troncal,2.5,-9496,-78797
961,A,Estadio Union,Alimentador,1.5,-5824,-79208
962,Expreso7,Estadio Union,Ruta Troncal,2.5,-9961,-77388
963,Expreso1,Canaval Moreyra,Alimentador,1.5,-5474,-75288
964,Expreso3,Domingo Orue,Alimentador,1.5,-8086,-71735
965,SXN,Estacion A,Ruta Troncal,2.5,-5678,-76893
966,Expreso1,Ramon,Alimentador,1.5,-8763,-73789
967,Expreso6,Matellini,Ruta Troncal,2.5,-5661,-79566
968,Expreso5,Caqueta,Ruta Troncal,2.5,-6215,-74985
969,Expreso7,Quilca,Alimentador,1.5,-5302,-70215
970,Expreso3,España,Alimentador,1.5,-8160,-76939
971,Expreso1,Parque del trabajo,Ruta Troncal,2.5,-6811,-79561
972,Expreso9,Caqueta,Ruta Troncal,2.5,-7907,-75038
973,Expreso8,Angamos,Alimentador,1.5,-6713,-72792
974,Expreso9,Teran,Ruta Troncal,2.5,-9208,-72736
975,B,Uni,Ruta Troncal,2.5,-5276,-76691
976,Expreso3,Benavides,Alimentador,1.5,-6853,-74137
977,D,Escuela Militar,Alimentador,1.5,-7611,-73358
978,Expreso1,Canaval Moreyra,Alimentador,1.5,-6913,-73698
979,Expreso2,Balta,Ruta Troncal,2.5,-5350,-77853
980,Expreso1,Estacion A,Alimentador,1.5,-6128,-73372
981,SX,Colmena,Ruta Troncal,2.5,-8005,-74804
982,SX,Teran,Ruta Troncal,2.5,-5649,-73195
983,Expreso1,Estacion A,Alimentador,1.5,-7873,-78986
984,Expreso8,Javier Prado,Ruta Troncal,2.5,-9920,-78690
985,Expreso2,Canaval Moreyra,Alimentador,1.5,-8372,-79331
986,Expreso6,Pacifico,Ruta Troncal,2.5,-8833,-75480
987,SX,Canada,Ruta Troncal,2.5,-8990,-71576
988,C,Uni,Ruta Troncal,2.5,-7426,-76736
989,Expreso8,Tomas Valle,Ruta Troncal,2.5,-5428,-75308
990,Expreso6,Ricardo Palma,Alimentador,1.5,-9373,-77032
991,Expreso9,Rosario de Villa,Alimentador,1.5,-7706,-74468
992,Expreso3,Parque del trabajo,Ruta Troncal,2.5,-8951,-74695
993,A,El milagro,Alimentador,1.5,-7861,-71394
994,Expreso3,Colmena,Alimentador,1.5,-5021,-75808
995,Expreso8,Benavides,Ruta Troncal,2.5,-8695,-79678
996,A,Honorio Delgado,Ruta Troncal,2.5,-6985,-70213
997,A,Ramon,Alimentador,1.5,-5062,-71624
998,SX,Escuela Militar,Ruta Troncal,2.5,-7137,-70309
999,Expreso3,Quilca,Ruta Troncal,2.5,-7353,-78836
1000,Expreso8,Matellini,Ruta Troncal,2.5,-6020,-73297
1001,SXN,Los jasmines,Alimentador,1.5,-9837,-79394
1002,Expreso7,Estacion A,Ruta Troncal,2.5,-5365,-73708
1003,Expreso3,Teran,Alimentador,1.5,-7430,-77433
1004,Expreso6,Izaguirre,Alimentador,1.5,-9841,-72938
1005,SXN,Ramon,Ruta Troncal,2.5,-5399,-72033
1006,A,Jiron de la Union,Alimentador,1.5,-7299,-70650
1007,C,Balta,Ruta Troncal,2.5,-7978,-72573
1008,SXN,Matellini,Alimentador,1.5,-6617,-71731
1009,C,Parque del trabajo,Ruta Troncal,2.5,-6468,-73840
1010,SXN,Dos de Mayo,Alimentador,1.5,-7362,-71494
1011,Expreso2,Estacion C,Ruta Troncal,2.5,-5642,-74607
1012,Expreso4,Balta,Ruta Troncal,2.5,-7654,-71501
1013,B,Tacna,Alimentador,1.5,-6471,-72472
1014,Expreso1,Tomas Valle,Ruta Troncal,2.5,-5954,-76840
1015,Expreso5,Plaza de Flores,Ruta Troncal,2.5,-8032,-77354
1016,Expreso6,Quilca,Alimentador,1.5,-5187,-76650
1017,Expreso5,Uni,Alimentador,1.5,-7969,-78822
1018,D,Tomas Valle,Alimentador,1.5,-7789,-73372
1019,C,Angamos,Alimentador,1.5,-7525,-75191
1020,Expreso8,Estadio Union,Alimentador,1.5,-6838,-70482
1021,Expreso6,Angamos,Ruta Troncal,2.5,-6195,-76777
1022,D,Parque del trabajo,Ruta Troncal,2.5,-5116,-79743
1023,Expreso7,Escuela Militar,Alimentador,1.5,-5431,-73797
1024,SXN,Angamos,Ruta Troncal,2.5,-8918,-76731
1025,Expreso8,Estadio Union,Alimentador,1.5,-7324,-78903
1026,Expreso2,Domingo Orue,Alimentador,1.5,-7167,-70997
1027,Expreso5,Colmena,Alimentador,1.5,-6205,-74285
1028,Expreso7,Colmena,Alimentador,1.5,-7526,-77689
1029,Expreso1,Estacion B,Alimentador,1.5,-9734,-79227
1030,SX,Estacion F,Ruta Troncal,2.5,-6364,-72627
1031,SXN,Ramon,Alimentador,1.5,-7534,-77800
1032,C,Estacion B,Alimentador,1.5,-6736,-76021
1033,C,Benavides,Alimentador,1.5,-6696,-76258
1034,Expreso8,Pacifico,Ruta Troncal,2.5,-6854,-70347
1035,Expreso6,Ramon,Ruta Troncal,2.5,-6072,-74822
1036,A,Plaza de Flores,Ruta Troncal,2.5,-9572,-73132
1037,Expreso4,28 de Julio,Alimentador,1.5,-9170,-76625
1038,Expreso8,Plaza de Flores,Ruta Troncal,2.5,-8127,-75489
1039,Expreso8,Colmena,Alimentador,1.5,-7950,-73272
1040,SX,Bulevar,Ruta Troncal,2.5,-7140,-76681
1041,Expreso5,Uni,Ruta Troncal,2.5,-7420,-72408
1042,Expreso4,Bulevar,Alimentador,1.5,-5686,-77603
1043,Expreso2,Izaguirre,Ruta Troncal,2.5,-6306,-79386
1044,C,Izaguirre,Alimentador,1.5,-8311,-78408
1045,Expreso2,Colmena,Ruta Troncal,2.5,-6426,-75383
1046,SXN,28 de Julio,Alimentador,1.5,-7830,-79179
1047,Expreso5,Estacion C,Alimentador,1.5,-6685,-75953
1048,D,Caqueta,Alimentador,1.5,-8502,-79242
1049,Expreso8,Ricardo Palma,Ruta Troncal,2.5,-5012,-79300
1050,B,Central,Alimentador,1.5,-6806,-76837
1051,D,Plaza de Flores,Ruta Troncal,2.5,-6106,-79174
1052,Expreso1,Estacion F,Ruta Troncal,2.5,-7741,-78333
1053,Expreso8,Estacion C,Ruta Troncal,2.5,-6770,-74898
1054,C,Dos de Mayo,Alimentador,1.5,-9703,-77682
1055,Expreso4,Tomas Valle,Alimentador,1.5,-7212,-73910
1056,Expreso7,Pacifico,Ruta Troncal,2.5,-7867,-78915
1057,B,El milagro,Ruta Troncal,2.5,-6636,-77679
1058,SXN,Independencia,Ruta Troncal,2.5,-9205,-79683
1059,C,España,Ruta Troncal,2.5,-6749,-72320
1060,Expreso3,Honorio Delgado,Ruta Troncal,2.5,-9696,-78213
1061,D,Los jasmines,Ruta Troncal,2.5,-8192,-78690
1062,C,Caqueta,Ruta Troncal,2.5,-5855,-76313
1063,SX,Canaval Moreyra,Ruta Troncal,2.5,-6122,-76079
1064,Expreso3,Estacion E,Alimentador,1.5,-7385,-75402
1065,Expreso5,28 de Julio,Alimentador,1.5,-6830,-79794
1066,Expreso9,Plaza de Flores,Ruta Troncal,2.5,-6596,-74479
1067,Expreso2,Matellini,Ruta Troncal,2.5,-5509,-72005
1068,Expreso7,Pacifico,Ruta Troncal,2.5,-9258,-78234
1069,Expreso8,Balta,Alimentador,1.5,-7011,-70682
1070,Expreso1,Plaza de Flores,Ruta Troncal,2.5,-7527,-78892
1071,Expreso4,Estacion E,Alimentador,1.5,-7584,-72077
1072,SXN,Dos de Mayo,Alimentador,1.5,-7114,-79031
1073,D,Quilca,Alimentador,1.5,-6638,-72739
1074,SX,Colmena,Alimentador,1.5,-5088,-77825
1075,A,Caqueta,Alimentador,1.5,-7495,-78031
1076,Expreso7,Tomas Valle,Ruta Troncal,2.5,-5629,-76900
1077,Expreso1,Tomas Valle,Ruta Troncal,2.5,-7873,-73377
1078,Expreso1,Estacion C,Ruta Troncal,2.5,-9251,-79179
1079,D,Aramburu,Alimentador,1.5,-7639,-75932
1080,Expreso9,Mexico,Alimentador,1.5,-7511,-76662
1081,SXN,Ramon,Alimentador,1.5,-5415,-77240
1082,Expreso2,Plaza de Flores,Ruta Troncal,2.5,-7307,-77902
1083,Expreso7,Rosario de Villa,Alimentador,1.5,-9895,-71304
1084,D,Honorio Delgado,Alimentador,1.5,-8837,-75904
1085,Expreso4,Independencia,Alimentador,1.5,-6727,-75964
1086,Expreso2,Escuela Militar,Alimentador,1.5,-8431,-70734
1087,A,Ricardo Palma,Alimentador,1.5,-5102,-70525
1088,B,Izaguirre,Alimentador,1.5,-6112,-70217
1089,Expreso7,Tomas Valle,Alimentador,1.5,-9673,-75238
1090,B,Uni,Ruta Troncal,2.5,-9419,-75765
1091,Expreso1,Ricardo Palma,Alimentador,1.5,-7968,-71630
1092,Expreso8,Colmena,Alimentador,1.5,-7103,-72073
1093,Expreso9,Benavides,Ruta Troncal,2.5,-9298,-79542
1094,B,Naranjal,Alimentador,1.5,-7186,-72775
1095,Expreso1,Balta,Ruta Troncal,2.5,-8471,-74752
1096,D,Pacifico,Ruta Troncal,2.5,-6358,-74820
1097,A,Matellini,Ruta Troncal,2.5,-5312,-73507
1098,Expreso8,Mexico,Alimentador,1.5,-8608,-71982
1099,Expreso6,Independencia,Ruta Troncal,2.5,-6820,-73554
1100,Expreso8,Pacifico,Alimentador,1.5,-9332,-76367
1101,Expreso6,Uni,Ruta Troncal,2.5,-9161,-78161
1102,Expreso8,Estacion C,Ruta Troncal,2.5,-6334,-78689
1103,C,Dos de Mayo,Ruta Troncal,2.5,-8816,-73551
1104,SX,Balta,Alimentador,1.5,-5837,-72386
1105,B,Domingo Orue,Alimentador,1.5,-8681,-77706
1106,Expreso6,Tomas Valle,Alimentador,1.5,-7752,-77781
1107,Expreso7,Aramburu,Alimentador,1.5,-6907,-76167
1108,A,España,Alimentador,1.5,-5131,-70833
1109,Expreso9,28 de Julio,Ruta Troncal,2.5,-9851,-71686
1110,SX,Aramburu,Ruta Troncal,2.5,-7595,-73640
1111,Expreso8,Estacion E,Alimentador,1.5,-5732,-78113
1112,Expreso9,Escuela Militar,Alimentador,1.5,-5015,-75571
1113,B,Estadio Union,Ruta Troncal,2.5,-8503,-74380
1114,SXN,Pacifico,Ruta Troncal,2.5,-5891,-77403
1115,Expreso4,Balta,Ruta Troncal,2.5,-5592,-75272
1116,Expreso6,Javier Prado,Alimentador,1.5,-6972,-71152
1117,Expreso3,Caqueta,Ruta Troncal,2.5,-7582,-76855
1118,SX,Domingo Orue,Alimentador,1.5,-5979,-71934
1119,Expreso4,Izaguirre,Alimentador,1.5,-9103,-73778
1120,SXN,Estacion F,Ruta Troncal,2.5,-6630,-79674
1121,Expreso9,El milagro,Alimentador,1.5,-7580,-77454
1122,Expreso3,Mexico,Ruta Troncal,2.5,-8237,-74118
1123,SX,Estacion D,Alimentador,1.5,-6530,-76578
1124,Expreso2,Domingo Orue,Ruta Troncal,2.5,-7950,-75795
1125,Expreso7,Uni,Alimentador,1.5,-9050,-77843
1126,Expreso5,Ricardo Palma,Alimentador,1.5,-7298,-76035
1127,Expreso1,Domingo Orue,Ruta Troncal,2.5,-7726,-72813
1128,C,Angamos,Alimentador,1.5,-9400,-75559
1129,Expreso7,El milagro,Alimentador,1.5,-8155,-75084
1130,Expreso9,Estacion A,Alimentador,1.5,-5608,-77968
1131,Expreso1,Quilca,Ruta Troncal,2.5,-9858,-72015
1132,A,Balta,Ruta Troncal,2.5,-6300,-78219
1133,Expreso9,Ramon,Ruta Troncal,2.5,-8236,-73200
1134,A,Parque del trabajo,Ruta Troncal,2.5,-5005,-71972
1135,Expreso2,Estacion F,Ruta Troncal,2.5,-9699,-75766
1136,SX,Plaza de Flores,Alimentador,1.5,-6269,-73958
1137,Expreso7,Teran,Alimentador,1.5,-5733,-75439
1138,B,Naranjal,Ruta Troncal,2.5,-6060,-78462
1139,Expreso5,El milagro,Alimentador,1.5,-6253,-77131
1140,Expreso1,Honorio Delgado,Ruta Troncal,2.5,-7088,-74716
1141,Expreso1,Honorio Delgado,Ruta Troncal,2.5,-6603,-77911
1142,Expreso6,Rosario de Villa,Alimentador,1.5,-7494,-70518
1143,Expreso8,Ricardo Palma,Alimentador,1.5,-6402,-70833
1144,SXN,Estacion A,Alimentador,1.5,-9185,-79898
1145,B,Dos de Mayo,Ruta Troncal,2.5,-8979,-71135
1146,B,Pacifico,Ruta Troncal,2.5,-6537,-71091
1147,SXN,Los jasmines,Alimentador,1.5,-7084,-72070
1148,Expreso8,Caqueta,Alimentador,1.5,-9596,-72043
1149,C,Estacion B,Ruta Troncal,2.5,-6716,-78294
1150,Expreso6,Ricardo Palma,Ruta Troncal,2.5,-7603,-70557
1151,SX,Estacion D,Ruta Troncal,2.5,-9706,-74851
1152,Expreso2,Javier Prado,Alimentador,1.5,-6896,-75016
1153,Expreso2,Central,Alimentador,1.5,-8613,-74293
1154,Expreso3,Canaval Moreyra,Ruta Troncal,2.5,-9402,-75290
1155,A,Naranjal,Alimentador,1.5,-8066,-76962
1156,B,Izaguirre,Ruta Troncal,2.5,-6857,-76791
1157,C,Parque del trabajo,Ruta Troncal,2.5,-7588,-74494
1158,SX,Estacion D,Ruta Troncal,2.5,-5770,-75501
1159,B,Benavides,Alimentador,1.5,-9773,-78277
1160,SXN,Estacion A,Alimentador,1.5,-7373,-75448
1161,B,Plaza de Flores,Ruta Troncal,2.5,-7900,-78936
1162,Expreso4,Estacion A,Alimentador,1.5,-8740,-77629
1163,C,Benavides,Ruta Troncal,2.5,-9698,-74070
1164,Expreso1,Estacion E,Ruta Troncal,2.5,-6188,-79622
1165,A,Estacion E,Ruta Troncal,2.5,-7359,-76722
1166,SX,El milagro,Alimentador,1.5,-9302,-76213
1167,Expreso7,Estadio Nacional,Alimentador,1.5,-7635,-78247
1168,SXN,Central,Ruta Troncal,2.5,-5426,-74552
1169,Expreso7,Caqueta,Ruta Troncal,2.5,-8278,-76043
1170,Expreso7,Matellini,Alimentador,1.5,-7916,-77173
1171,C,Estacion A,Alimentador,1.5,-8941,-75289
1172,Expreso8,Estacion C,Ruta Troncal,2.5,-6174,-76854
1173,B,Matellini,Alimentador,1.5,-9640,-77443
1174,A,Pacifico,Ruta Troncal,2.5,-5531,-71450
1175,Expreso2,Tacna,Ruta Troncal,2.5,-5532,-72180
1176,A,Matellini,Alimentador,1.5,-8542,-75961
1177,Expreso5,Ramon,Ruta Troncal,2.5,-8774,-75949
1178,SX,Jiron de la Union,Ruta Troncal,2.5,-5185,-73714
1179,SX,Teran,Ruta Troncal,2.5,-9446,-72919
1180,Expreso6,Tomas Valle,Ruta Troncal,2.5,-6472,-70806
1181,Expreso8,Estacion C,Ruta Troncal,2.5,-7834,-78958
1182,Expreso8,Plaza de Flores,Ruta Troncal,2.5,-5281,-70855
1183,A,Dos de Mayo,Alimentador,1.5,-8896,-75854
1184,Expreso1,Balta,Ruta Troncal,2.5,-7012,-74478
1185,Expreso7,Estacion E,Ruta Troncal,2.5,-5364,-76776
1186,Expreso3,Estacion D,Ruta Troncal,2.5,-5911,-75401
1187,Expreso7,Ricardo Palma,Ruta Troncal,2.5,-9894,-75260
1188,Expreso1,Estacion C,Ruta Troncal,2.5,-9943,-76449
1189,B,Quilca,Ruta Troncal,2.5,-8192,-70560
1190,Expreso9,Plaza de Flores,Ruta Troncal,2.5,-8961,-73829
1191,Expreso5,Dos de Mayo,Alimentador,1.5,-6440,-76763
1192,Expreso7,Canaval Moreyra,Alimentador,1.5,-9146,-70962
1193,B,Estacion B,Alimentador,1.5,-7646,-72764
1194,Expreso7,Tomas Valle,Alimentador,1.5,-6433,-76492
1195,Expreso3,Quilca,Alimentador,1.5,-9795,-71950
1196,Expreso1,Estacion E,Alimentador,1.5,-5040,-77876
1197,SX,Estacion D,Ruta Troncal,2.5,-9754,-73054
1198,Expreso9,Bulevar,Alimentador,1.5,-9184,-70656
1199,B,Domingo Orue,Alimentador,1.5,-8183,-76253
1200,Expreso2,Estacion B,Ruta Troncal,2.5,-8132,-72926
1201,SX,Izaguirre,Alimentador,1.5,-8781,-78944
1202,C,Javier Prado,Alimentador,1.5,-9406,-73980
1203,Expreso6,Colmena,Alimentador,1.5,-5670,-70601
1204,Expreso2,Rosario de Villa,Alimentador,1.5,-7713,-75467
1205,Expreso1,Quilca,Ruta Troncal,2.5,-7753,-79838
1206,D,Balta,Ruta Troncal,2.5,-6915,-75251
1207,Expreso1,Aramburu,Ruta Troncal,2.5,-9467,-72488
1208,SXN,Canada,Alimentador,1.5,-6488,-76662
1209,SX,Estacion C,Alimentador,1.5,-8430,-75711
1210,Expreso4,Estacion C,Alimentador,1.5,-9695,-79353
1211,Expreso2,Naranjal,Ruta Troncal,2.5,-9001,-78212
1212,SX,Independencia,Ruta Troncal,2.5,-9462,-75796
1213,Expreso3,Domingo Orue,Ruta Troncal,2.5,-9501,-73073
1214,Expreso6,Plaza de Flores,Ruta Troncal,2.5,-5997,-71332
1215,C,Rosario de Villa,Alimentador,1.5,-5749,-77978
1216,Expreso5,Estacion D,Alimentador,1.5,-8439,-79283
1217,Expreso1,Ricardo Palma,Alimentador,1.5,-7877,-73085
1218,Expreso3,El milagro,Alimentador,1.5,-5169,-71963
1219,D,Central,Ruta Troncal,2.5,-5698,-77033
1220,Expreso7,Estacion F,Alimentador,1.5,-8192,-71579
1221,Expreso5,Balta,Ruta Troncal,2.5,-7373,-72711
1222,Expreso3,El milagro,Ruta Troncal,2.5,-7744,-74267
1223,Expreso5,Benavides,Alimentador,1.5,-5390,-71125
1224,Expreso8,Angamos,Alimentador,1.5,-8251,-73629
1225,Expreso2,Izaguirre,Ruta Troncal,2.5,-8896,-77059
1226,Expreso4,Domingo Orue,Ruta Troncal,2.5,-6010,-73208
1227,SXN,Jiron de la Union,Ruta Troncal,2.5,-6316,-74435
1228,Expreso1,Ricardo Palma,Ruta Troncal,2.5,-8947,-70908
1229,Expreso7,Los jasmines,Alimentador,1.5,-6911,-78500
1230,Expreso8,Estadio Nacional,Alimentador,1.5,-9152,-73564
1231,Expreso5,Colmena,Ruta Troncal,2.5,-6730,-78821
1232,SXN,Canaval Moreyra,Alimentador,1.5,-8344,-73175
1233,B,Benavides,Alimentador,1.5,-8845,-73375
1234,C,Canaval Moreyra,Ruta Troncal,2.5,-8476,-74749
1235,D,28 de Julio,Alimentador,1.5,-6696,-76131
1236,Expreso9,Independencia,Ruta Troncal,2.5,-5591,-73941
1237,B,Jiron de la Union,Ruta Troncal,2.5,-5727,-78080
1238,SX,Jiron de la Union,Ruta Troncal,2.5,-5054,-73767
1239,Expreso2,Honorio Delgado,Ruta Troncal,2.5,-6659,-74716
1240,D,Dos de Mayo,Ruta Troncal,2.5,-9487,-77904
1241,Expreso1,Benavides,Alimentador,1.5,-8516,-74000
1242,Expreso5,Estadio Union,Ruta Troncal,2.5,-5493,-78832
1243,SX,Plaza de Flores,Alimentador,1.5,-5150,-72272
1244,D,Quilca,Alimentador,1.5,-8386,-75782
1245,A,España,Alimentador,1.5,-9925,-77634
1246,Expreso6,Angamos,Ruta Troncal,2.5,-6337,-79272
1247,Expreso1,Tacna,Alimentador,1.5,-9479,-74913
1248,B,Escuela Militar,Ruta Troncal,2.5,-6898,-79206
1249,C,Balta,Ruta Troncal,2.5,-8584,-71079
1250,Expreso7,España,Ruta Troncal,2.5,-9009,-70712
1251,Expreso9,Benavides,Alimentador,1.5,-8828,-72222
1252,Expreso8,Bulevar,Alimentador,1.5,-8821,-79981
1253,SX,Estacion A,Ruta Troncal,2.5,-5485,-78595
1254,A,Dos de Mayo,Ruta Troncal,2.5,-7542,-77228
1255,D,Domingo Orue,Alimentador,1.5,-7009,-78604
1256,Expreso2,Jiron de la Union,Alimentador,1.5,-5671,-79843
1257,D,Jiron de la Union,Ruta Troncal,2.5,-7977,-78895
1258,A,Dos de Mayo,Ruta Troncal,2.5,-7412,-74059
1259,Expreso9,Mexico,Ruta Troncal,2.5,-8953,-74320
1260,D,Estacion D,Alimentador,1.5,-5599,-70713
1261,Expreso3,Escuela Militar,Ruta Troncal,2.5,-8706,-78713
1262,Expreso5,Estadio Union,Ruta Troncal,2.5,-9448,-76221
1263,SX,Uni,Alimentador,1.5,-9922,-70156
1264,A,Jiron de la Union,Ruta Troncal,2.5,-5444,-73480
1265,Expreso1,Rosario de Villa,Alimentador,1.5,-6256,-73396
1266,Expreso2,Bulevar,Ruta Troncal,2.5,-7863,-79501
1267,Expreso6,28 de Julio,Ruta Troncal,2.5,-6232,-78250
1268,SX,Canada,Ruta Troncal,2.5,-6713,-73884
1269,Expreso9,Angamos,Alimentador,1.5,-5962,-75468
1270,SX,Dos de Mayo,Alimentador,1.5,-7245,-70633
1271,Expreso2,Estacion E,Alimentador,1.5,-5214,-71056
1272,C,Estacion A,Ruta Troncal,2.5,-9666,-70794
1273,Expreso2,Javier Prado,Alimentador,1.5,-5289,-77061
1274,D,Pacifico,Ruta Troncal,2.5,-7182,-75406
1275,Expreso2,España,Alimentador,1.5,-8586,-76075
1276,C,Dos de Mayo,Ruta Troncal,2.5,-7579,-73373
1277,Expreso4,España,Alimentador,1.5,-9855,-78670
